,aspects,frequency,emotions
15764,differently different value,1,
15765,extremely dialog twist,1,Sad
15766,ever overall avoid,1,Surprise
15767,emphasize different emotion,1,Sad
15768,mainly exception zalman,1,
15769,bay small service,1,
15770,heavily symbolic overtone,1,Sad
15771,truly fragile framework,1,Sad
15772,longer ha room,1,Fear
15773,finely truthful portrait,1,
15774,apart next door,1,
15775,boringly unstable dream,1,Sad
15776,really harsh please,1,Sad
15777,miranda untalented half,1,
15778,irritatingly stupid script,1,Angry
15779,almost good line,1,Happy
15780,also musician side,1,
15781,namely interdiction convoy,1,Fear
15782,particularly realistic execution,1,
15783,almost start leatherface,1,
15784,grisly ball wax,1,Angry
15785,usually hush tone,1,Sad
15786,butcher dead animal,1,
15787,surely get thing,1,Surprise
15788,therefore dramatic realistic,1,
15789,anyway old father,1,
15790,well clunky script,1,
15791,therefore standout janet,1,
15792,really hope people,1,Surprise
15793,rather british counteract,1,Fear
15794,reasonably theme plot,1,
15795,dollhouse beat mile,1,Surprise
15796,even sad part,1,Sad
15797,really doe feel,1,Surprise
15798,tremendously original stop,1,Surprise
15799,maybe simplistic taste,1,Happy
15800,completely classic rag,1,Angry
15801,hardly scary attack,1,Fear
15802,first disappointed waste,1,Surprise
15803,absolutely redeemable quality,1,Fear
15804,apparently rastafarian thing,1,Surprise
15805,surprisingly absurd sense,1,
15806,even enough energy,1,
15807,twice odd reason,1,Sad
15808,totally transfixed something,1,
15809,award howard keel,1,Sad
15810,instead potential romantic,1,Happy
15811,altogether awful waste,1,Sad
15812,little called duel,1,
15813,narrowest welcome margin,1,Happy
15814,actually gay story,1,Happy
15815,barely comprehensible plot,1,
15816,answer inexplicable usage,1,
15817,really sell direction,1,Surprise
15818,also acknowledgement world,1,
15819,rarely path virtue,1,
15820,remotely interesting drama,1,Happy
15821,mindless unimaginable twit,1,Happy
15822,certainly susan hayward,1,
15823,back neverland break,1,Surprise
15824,voucher know people,1,
15825,tell follow forget,1,Angry
15826,twice understand ha,1,
15827,interestingly weird film,1,
15828,enough included anthology,1,
15829,socially savvy story,1,Happy
15830,overtly gruesome gimmicky,1,
15831,entirely different tone,1,
15832,relatively fresh culture,1,
15833,long give aunt,1,Fear
15834,beside negative point,1,Angry
15835,really admire style,1,Surprise
15836,far fetched chalk,1,Fear
15837,really hard entertain,1,Angry
15838,also stage script,1,Fear
15839,seriously wrong dialog,1,Sad
15840,undeniably cute love,1,Happy
15841,simply george c,1,
15842,otherwise clunky tv,1,
15843,lively actor magnificent,1,Happy
15844,probably favorite situation,1,Fear
15845,reply boy year,1,
15846,shu qi sexy,1,
15847,sometimes funny h,1,Surprise
15848,aggressively bad entry,1,Sad
15849,really important guy,1,Happy
15850,techically competent week,1,Fear
15851,silly low rent,1,Sad
15852,far leonard bernstein,1,Fear
15853,bit beat stuff,1,Angry
15854,equally associate design,1,Surprise
15855,younger grown time,1,
15856,however slack production,1,Surprise
15857,maybe twenty minute,1,
15858,franchise good name,1,Happy
15859,totally inept director,1,Surprise
15860,pretty tough score,1,Happy
15861,malahide bad story,1,Sad
15862,extremely cheesy dialog,1,Sad
15863,best known disney,1,Surprise
15864,totally changed image,1,
15865,enough good film,1,Happy
15866,ridiculously bad movie,1,Surprise
15867,mind numbing soul,1,Surprise
15868,partly big fan,1,
15869,back jericho town,1,Sad
15870,away hang bar,1,Angry
15871,evil possible order,1,
15872,devilishly funny farce,1,Surprise
15873,preacher defeat hallucinatory,1,
15874,regardless climactic confusion,1,Fear
15875,delightfully dumb character,1,Fear
15876,equally brilliant rosalind,1,Happy
15877,quite task boy,1,
15878,hell empty devil,1,Surprise
15879,else recall moment,1,Fear
15880,holly hunter smoke,1,Angry
15881,back stage fake,1,Sad
15882,pretend much steam,1,Angry
15883,sadly third act,1,
15884,really bad shape,1,Surprise
15885,actually hateful people,1,Angry
15886,totally white cast,1,Fear
15887,even much patience,1,Sad
15888,anyway guess end,1,Surprise
15889,definitely last executive,1,Fear
15890,especially david odgen,1,
15891,however many others,1,Surprise
15892,shockingly bad script,1,Surprise
15893,really need look,1,Surprise
15894,probably outrage zombie,1,Fear
15895,rarely meet expectation,1,Fear
15896,better suppose fan,1,Surprise
15897,nephew niece use,1,
15898,almost impressive camera,1,Happy
15899,totally lacked invention,1,Surprise
15900,finally police arrives,1,Fear
15901,back abc week,1,
15902,even robert mitchum,1,
15903,lovely tony curtis,1,Happy
15904,later nagesh kukunoor,1,
15905,grover beautiful documentary,1,Happy
15906,le impressed mr,1,Happy
15907,somewhat song hoopla,1,Surprise
15908,well worth investment,1,Fear
15909,unfortunately voyage prof,1,Sad
15910,narratively interesting approach,1,Happy
15911,however wonderful performance,1,Surprise
15912,particularly angela lansbury,1,
15913,appallingly bad romance,1,Sad
15914,initially various technique,1,Fear
15915,enjoy good mummy,1,Happy
15916,intentionally begin budget,1,
15917,usually quality work,1,Fear
15918,host large family,1,Surprise
15919,back scary squeamish,1,Surprise
15920,perfectly capable someone,1,Fear
15921,probably native area,1,Fear
15922,really liked delivers,1,Surprise
15923,skill high point,1,Surprise
15924,finally setup service,1,Fear
15925,really caught piece,1,Surprise
15926,otherwise masterful drawn,1,Fear
15927,artistically unmatched fun,1,Happy
15928,well worth trip,1,Fear
15929,totally new pierfrancesco,1,
15930,unfortunately stefano accorsi,1,Sad
15931,reasonably newcomer today,1,
15932,back past memory,1,Sad
15933,especially australian sequence,1,
15934,aside ha attribute,1,
15935,absolute blast matthew,1,Fear
15936,surprisingly sympathetic performance,1,Happy
15937,finally slip way,1,Fear
15938,slasher final minute,1,Fear
15939,quite effective sprinkler,1,
15940,extremely dangerous ambition,1,Fear
15941,successfully unfamiliar face,1,Happy
15942,also postmodern kind,1,Happy
15943,totally different image,1,
15944,even several villain,1,
15945,still constellation star,1,
15946,perhaps worst part,1,Sad
15947,anais nin relationship,1,
15948,rather romanticised version,1,Fear
15949,undoubtably highlight career,1,Fear
15950,quite important rousselot,1,Happy
15951,almost surreal paris,1,
15952,probably several time,1,Fear
15953,moderately bloody kitano,1,
15954,perhaps third way,1,
15955,delightfully playful heart,1,Happy
15956,directly mouth volcano,1,Sad
15957,back catch fire,1,
15958,monumentally stupid scene,1,
15959,burst comic genius,1,Surprise
15960,instead saboo guy,1,Fear
15961,somewhere west hawaii,1,
15962,funny good night,1,Happy
15963,ignore unbearable anyone,1,
15964,emotionally ok iam,1,
15965,slowly running creature,1,
15966,increasingly sympathetic figure,1,Happy
15967,certainly last year,1,
15968,apparently dead guess,1,Surprise
15969,otherwise fun k,1,Happy
15970,uniquely insane character,1,Surprise
15971,completely inappropriate behavior,1,
15972,reluctantly leak information,1,Fear
15973,sometimes birthday suit,1,
15974,father new age,1,Angry
15975,lovely young girl,1,Happy
15976,sometimes funny time,1,Surprise
15977,probably archaeologist scream,1,Fear
15978,well mummy monster,1,
15979,otherwise passable crime,1,Sad
15980,somewhat deep speaking,1,Surprise
15981,back grade school,1,
15982,straight forward direction,1,
15983,noise hilarious bit,1,Happy
15984,absolutely scare tension,1,Fear
15985,atmosphere shot lame,1,
15986,gore usual blood,1,
15987,awesomely boring mummy,1,Sad
15988,horribly disappointing creature,1,Sad
15989,right actual part,1,Fear
15990,far entertain plot,1,Fear
15991,surely surprised find,1,Surprise
15992,earthly form family,1,Surprise
15993,extremely attractive wannabe,1,Happy
15994,certainly first film,1,Surprise
15995,hopefully believe thing,1,Surprise
15996,often subtle event,1,Fear
15997,fairly visceral makeup,1,
15998,somewhat gothic feel,1,Surprise
15999,beautifully nihilistic denouement,1,Fear
16000,ahead low budget,1,Sad
16001,especially love hearse,1,Happy
16002,fortunately cup tea,1,Happy
16003,fast furious act,1,Angry
16004,else hear story,1,
16005,bore fest elaborate,1,Sad
16006,long associated movie,1,Fear
16007,usually absent brother,1,Surprise
16008,snap lecherous taxi,1,Surprise
16009,lonely waitress café,1,Sad
16010,fairly bloody climax,1,
16011,surprisingly non gory,1,
16012,originally semana del,1,
16013,quite effective battle,1,
16014,really possible stroke,1,Surprise
16015,well coiffured mink,1,
16016,close leg run,1,Happy
16017,mostly stage john,1,Fear
16018,completely irrelevant rock,1,
16019,unrealistically empty government,1,
16020,wooden good actor,1,Happy
16021,asher tom hardy,1,Fear
16022,commercially large scale,1,Surprise
16023,exceptionally good film,1,Happy
16024,also tendency end,1,
16025,always easy watch,1,Surprise
16026,especially impressed sydney,1,Happy
16027,long single camera,1,Fear
16028,back forth position,1,
16029,even slow dull,1,Sad
16030,well american society,1,
16031,even affiliation religion,1,
16032,maybe level exploration,1,
16033,entirely centered music,1,
16034,ever f roosevelt,1,Surprise
16035,tremendously deficient desire,1,Surprise
16036,exclusively cinema ha,1,
16037,definitely racist caricature,1,Fear
16038,yet vivid time,1,
16039,apparently evil rodent,1,
16040,still great claw,1,Happy
16041,somewhere muddle kind,1,Happy
16042,ever main problem,1,Fear
16043,really light spark,1,Surprise
16044,deadly fume population,1,
16045,slide trombone theme,1,
16046,basically vertical turd,1,Fear
16047,massively long line,1,Fear
16048,better fleeting scene,1,Surprise
16049,together phillipino financier,1,
16050,miserably long drawn,1,Fear
16051,often interwoven melodrama,1,
16052,naturally remarkable writer,1,Happy
16053,quite peculiar drama,1,
16054,pretty good pace,1,Happy
16055,sharply devised role,1,Fear
16056,directly stage adaptation,1,Fear
16057,far arrange meet,1,Fear
16058,rather unknown director,1,Fear
16059,previously various stage,1,Fear
16060,even beautiful concentrate,1,Happy
16061,nearly delilah look,1,
16062,aside sad loss,1,Sad
16063,always popular stay,1,Angry
16064,indeed diana rigg,1,
16065,quite know let,1,Sad
16066,use high school,1,Fear
16067,forward documentary approach,1,
16068,clearly omniscient voice,1,Fear
16069,exactly want price,1,
16070,lame unrealistic afford,1,Fear
16071,barely able sit,1,
16072,fully appreciate message,1,Happy
16073,back lead nothing,1,
16074,also terrific lug,1,Surprise
16075,somewhat dizzy woman,1,Surprise
16076,really bad harry,1,Surprise
16077,actually first movie,1,Surprise
16078,slowly sunk mind,1,Surprise
16079,alone isolated island,1,Sad
16080,father meanwhile writer,1,
16081,much gratuitous sex,1,
16082,prey weak talk,1,Sad
16083,evil good master,1,Happy
16084,silly plot device,1,Fear
16085,ultimately deliver script,1,
16086,back big bulge,1,
16087,rather impressive look,1,Happy
16088,disappointingly single screen,1,
16089,nortrh reasonable nothing,1,
16090,painfully narrate story,1,Sad
16091,well worn videotape,1,
16092,anyway wanted comment,1,
16093,exactly right departure,1,Fear
16094,seriously trivia film,1,
16095,perhaps possible year,1,
16096,alone front television,1,Sad
16097,highly unrecommend check,1,
16098,truly wretched work,1,Sad
16099,wholly justified occasion,1,Fear
16100,nicola charismatic cool,1,Happy
16101,totally pointless note,1,
16102,godfather scorcese nothing,1,
16103,really entertaining think,1,Surprise
16104,fully little bit,1,
16105,ever jo bole,1,Surprise
16106,quite feast show,1,
16107,often misleading example,1,
16108,perhaps famous form,1,
16109,soon address environment,1,Fear
16110,monster give stuck,1,Fear
16111,really want poking,1,Surprise
16112,still alive kicking,1,Surprise
16113,mistake many scene,1,
16114,instead companeros guess,1,Surprise
16115,truly revolutionary yes,1,Sad
16116,first last reel,1,Surprise
16117,perfectly adequate scene,1,Fear
16118,trick mysterious island,1,Surprise
16119,totally horrible doubt,1,Fear
16120,address many issue,1,
16121,ultimately art narcissism,1,
16122,really bad pilot,1,Surprise
16123,seriously thank maker,1,
16124,maybe creator energy,1,Surprise
16125,obviously little bit,1,
16126,avenger mysterious assassin,1,Surprise
16127,also good deal,1,Happy
16128,later noted blonde,1,
16129,upon know thing,1,Surprise
16130,always victim matter,1,Sad
16131,entirely creation writer,1,
16132,instead kick shoot,1,Surprise
16133,junior high school,1,Fear
16134,especially embodied character,1,Fear
16135,effortlessly second transparent,1,
16136,rather ratty strip,1,Fear
16137,usually dive mob,1,Angry
16138,land massive debt,1,Fear
16139,refreshingly human response,1,Sad
16140,else incredible creativity,1,Surprise
16141,rather large home,1,Sad
16142,maybe select detail,1,
16143,rarely simple christoffer,1,Fear
16144,mikkelsen bad guy,1,Sad
16145,constantly unpredictable way,1,
16146,never enough world,1,
16147,intellectually touch area,1,Sad
16148,strangely beautiful moving,1,Happy
16149,pretty close thing,1,Happy
16150,far know model,1,Fear
16151,away character joe,1,Angry
16152,quite make deal,1,Sad
16153,usa famous massacre,1,
16154,immediately influential bringing,1,Sad
16155,well acted drama,1,
16156,fincher lyrical adaptation,1,
16157,completely different movie,1,
16158,really win flashback,1,Surprise
16159,charmingly stylized manner,1,
16160,timeless bittersweet prof,1,Sad
16161,mentally unbalance prisoner,1,Sad
16162,far character dialogue,1,Fear
16163,eyesore cheap gore,1,
16164,actually atmosphere tension,1,Surprise
16165,stone cold steve,1,Surprise
16166,right current wrestler,1,Fear
16167,especially knee fact,1,
16168,exactly wrong place,1,Fear
16169,generally awful hunting,1,Surprise
16170,well numerous pop,1,Surprise
16171,duly noted fellow,1,
16172,absolutely shameless cruel,1,Sad
16173,overly emotional nature,1,Sad
16174,blatantly whole affair,1,Surprise
16175,somewhat watchable predecessor,1,Surprise
16176,basically end result,1,Fear
16177,long dead cheesy,1,Fear
16178,emotionally involved family,1,Surprise
16179,particularly good film,1,Happy
16180,reasonably bloody way,1,
16181,occasionally squirt gun,1,Fear
16182,basically bad blow,1,Surprise
16183,sometimes jack mosley,1,Sad
16184,ugly nature doubt,1,Fear
16185,basically good people,1,Happy
16186,rather volatile relationship,1,Fear
16187,neville great choo,1,Happy
16188,mentally challenged schoolboy,1,Fear
16189,far conan clone,1,Fear
16190,mainly giant puppet,1,
16191,completely wall scene,1,Angry
16192,yet catchy theme,1,
16193,highly energetic let,1,Sad
16194,superbly derrick demarney,1,Surprise
16195,really caught title,1,Surprise
16196,later wee hour,1,
16197,much interesting thing,1,Happy
16198,actually blood creepy,1,Surprise
16199,really scary bloody,1,Surprise
16200,pretty disappointed friend,1,Happy
16201,sally hardesty wheelchair,1,Surprise
16202,afterward decide visit,1,Fear
16203,bizarrely slash straight,1,
16204,soon filled furniture,1,Fear
16205,back darkness setting,1,Fear
16206,rather sure tobe,1,Fear
16207,prior conflict town,1,Sad
16208,abroad wide range,1,
16209,however large majority,1,Surprise
16210,equally responsible atrocity,1,Angry
16211,truth little investment,1,Fear
16212,back rwanda congo,1,
16213,especially notice sequel,1,Fear
16214,notice great soundtrack,1,Happy
16215,meth close trust,1,Happy
16216,seriously regret makeup,1,Surprise
16217,naivety low budget,1,Sad
16218,back oh maybe,1,
16219,perhaps unintentional entertainment,1,
16220,seemingly serious movie,1,
16221,also pretend star,1,
16222,yes right movie,1,Sad
16223,back menu norbit,1,
16224,tell clear thing,1,Sad
16225,also first way,1,Surprise
16226,truly heartfelt photography,1,
16227,anyway curious hype,1,Surprise
16228,early unresponsively student,1,
16229,late mid age,1,Angry
16230,far difficult film,1,Fear
16231,totally empathise lead,1,
16232,even fantastic choice,1,Happy
16233,distractingly horrid sin,1,Fear
16234,definitely video cover,1,Fear
16235,better clue noise,1,Surprise
16236,lower middle class,1,Surprise
16237,quite good playing,1,Happy
16238,actually real scene,1,Surprise
16239,ably tough guy,1,Fear
16240,politically liberal view,1,
16241,enemy communist witch,1,
16242,still handful others,1,
16243,cop suspicious get,1,Fear
16244,mr big viewer,1,
16245,extremely unattractive look,1,
16246,either comic book,1,
16247,realise right end,1,Fear
16248,better comedic moment,1,Surprise
16249,quite funny reason,1,Surprise
16250,father main role,1,Fear
16251,nevertheless great movie,1,Happy
16252,newton howard magnificent,1,Happy
16253,absolutely perfect kron,1,Sad
16254,however wish shot,1,Surprise
16255,truly bad love,1,Happy
16256,hardly dialect scenery,1,
16257,early mid horror,1,Surprise
16258,exactly dead wa,1,
16259,genre big thing,1,Surprise
16260,gore red stuff,1,Angry
16261,generally faithful book,1,
16262,formula intellectual street,1,Sad
16263,scantily clad center,1,
16264,back elementary school,1,
16265,somewhat forrest gump,1,Surprise
16266,suddenly regular people,1,
16267,rather ruthless villain,1,Fear
16268,becomes interested case,1,Happy
16269,also political propaganda,1,
16270,captivatingly intense way,1,
16271,profoundly frank story,1,Fear
16272,bland ambitious slasher,1,Sad
16273,maybe guy credit,1,Fear
16274,late local v,1,Sad
16275,deliver great performance,1,Happy
16276,truly played scrooge,1,Fear
16277,also left story,1,
16278,anyway girl stick,1,Surprise
16279,even offensive brain,1,Sad
16280,glaringly inaccurate point,1,Surprise
16281,clearly vintage tank,1,
16282,probably available dvd,1,Fear
16283,especially main character,1,Fear
16284,ugly screen creation,1,Sad
16285,even like scarface,1,
16286,almost shakesperean intent,1,Surprise
16287,matter unprofessional look,1,Fear
16288,absolutely fire power,1,Angry
16289,broadway young mike,1,
16290,ever feature group,1,Surprise
16291,apparently middle class,1,Surprise
16292,brilliantly record stage,1,Fear
16293,outrageously plus side,1,
16294,sheer j p,1,Fear
16295,obviously ask thought,1,Surprise
16296,yeah good mean,1,Happy
16297,probably know talk,1,Fear
16298,hardly likeable story,1,Happy
16299,really lame movie,1,Surprise
16300,incredibly boring lot,1,Sad
16301,together substitute nudity,1,
16302,pull flair occasion,1,
16303,emotionally invested character,1,Fear
16304,first major tropic,1,Surprise
16305,close friend lover,1,Happy
16306,universally good terrific,1,Happy
16307,really expectation movie,1,Surprise
16308,even real stinker,1,Sad
16309,leaf possible fuel,1,
16310,always little action,1,Sad
16311,certainly nice look,1,Happy
16312,numbingly ineffective devoid,1,Sad
16313,back terrible climax,1,Fear
16314,really wanted enjoy,1,Happy
16315,back theatre jack,1,Sad
16316,exceedingly difficult fails,1,
16317,acre dangerous woman,1,Fear
16318,instead clerk wa,1,Fear
16319,equally enjoyable roger,1,Happy
16320,back farrah fawcett,1,
16321,unfortunately forced endure,1,Sad
16322,atmosphere climatic superb,1,Happy
16323,specially monthly film,1,
16324,yet great sense,1,Happy
16325,rarely piece collector,1,
16326,however uneasy mix,1,Surprise
16327,oboe trifle forget,1,Angry
16328,particularly good loathsome,1,Happy
16329,quite actress thing,1,Surprise
16330,pretty pathetic waste,1,Happy
16331,linda faithless goddess,1,Surprise
16332,pretty hard rate,1,Happy
16333,uniquely suspense drama,1,
16334,deadly sin divine,1,
16335,apart arrive surprise,1,Surprise
16336,skillfully andrew kevin,1,
16337,undoubtedly influential date,1,Fear
16338,pop enough drug,1,
16339,otherwise likable character,1,Happy
16340,best novice auteur,1,Surprise
16341,winninger wonderful role,1,Surprise
16342,back leg scurry,1,
16343,also french thought,1,Surprise
16344,really autistic daring,1,Surprise
16345,soon faith summer,1,Happy
16346,oh right character,1,Fear
16347,lovely lady jackie,1,Happy
16348,much complex sidharth,1,Fear
16349,perfectly christian slater,1,
16350,eventually form bond,1,Fear
16351,back summary wa,1,
16352,especially lead role,1,
16353,enormously unoriginal man,1,
16354,abroad japan tragedy,1,
16355,first child something,1,Surprise
16356,together beulah bondi,1,
16357,back early tv,1,
16358,atmosphere dark hint,1,Sad
16359,later describe wa,1,
16360,away speak woman,1,Angry
16361,clearly top person,1,Surprise
16362,everyway repetitive explosion,1,
16363,really cheesy film,1,Surprise
16364,totally love movie,1,Happy
16365,hilariously sympathetic mad,1,Happy
16366,yet divide society,1,
16367,finally succumbs request,1,Fear
16368,really hard time,1,Angry
16369,apparently unfunny situation,1,Fear
16370,almost exact film,1,
16371,completely true case,1,
16372,perfectly good movie,1,Happy
16373,anyway psychotherapist dr,1,
16374,otherwise waste time,1,
16375,generally competent actress,1,Fear
16376,stairway heaven place,1,Surprise
16377,mainly high school,1,Fear
16378,laughably bad stop,1,Sad
16379,totally awful movie,1,
16380,wonderfully funny movie,1,Surprise
16381,hong kong cinema,1,
16382,ultimately god gambler,1,Surprise
16383,later hospital malkovich,1,
16384,certainly adventuresome life,1,Fear
16385,nicely updated story,1,
16386,seriously legend pirate,1,
16387,really memorable character,1,Surprise
16388,well female house,1,
16389,even rachel mcadams,1,
16390,theater many action,1,Fear
16391,perhaps bad thing,1,Surprise
16392,far outweigh disadvantage,1,Fear
16393,best mate reckons,1,Surprise
16394,together final minute,1,Fear
16395,actually lot money,1,Surprise
16396,largely unknown cast,1,Fear
16397,disapprove artistic bent,1,Angry
16398,relax good time,1,Happy
16399,darkly humorous film,1,Happy
16400,totally different movie,1,
16401,witty twisted funny,1,Surprise
16402,insanely ridiculous idea,1,
16403,curly last performance,1,
16404,definitely hack slash,1,Fear
16405,southerner good film,1,Happy
16406,struggle hard matter,1,Angry
16407,appropriately slimy worker,1,Happy
16408,natasha little character,1,Fear
16409,fast fwd minute,1,
16410,totally aware reason,1,Sad
16411,even close fond,1,Happy
16412,still horrible spoof,1,Fear
16413,always cruel beauty,1,Sad
16414,abroad several year,1,
16415,sometimes canoe film,1,
16416,otherwise honest attempt,1,
16417,particularly american part,1,
16418,slutty teenager doubt,1,Fear
16419,still baul music,1,
16420,nevertheless individual scene,1,Sad
16421,also ha moment,1,Fear
16422,supposedly change end,1,
16423,differently spread message,1,Fear
16424,even tug heart,1,Sad
16425,knew enjoy spoon,1,Happy
16426,rather allow draw,1,Fear
16427,absolutely perfect doctor,1,Sad
16428,first xxx wa,1,Surprise
16429,almost vin diesel,1,
16430,secretly harm america,1,
16431,vidor high standard,1,Fear
16432,pretty poor shape,1,Happy
16433,boy big letdown,1,
16434,even able rock,1,
16435,carefully avoid movie,1,
16436,enough refreshing thing,1,Surprise
16437,anytime la femme,1,
16438,evil dead ha,1,
16439,pretty pointless part,1,Happy
16440,really stood mature,1,Surprise
16441,totally alone eternity,1,Sad
16442,relatively high rating,1,Fear
16443,slightly character begin,1,Fear
16444,maybe genre see,1,
16445,really good moment,1,Happy
16446,billy lovable goof,1,
16447,normally type shoot,1,Fear
16448,extremely super duper,1,
16449,well lead wonderworld,1,
16450,badness little point,1,Surprise
16451,easily adapt change,1,Fear
16452,pretty ridiculous talk,1,Happy
16453,really much whatever,1,Surprise
16454,bizarrely extraneous element,1,Surprise
16455,forcefully real russell,1,Sad
16456,however top performance,1,Surprise
16457,far release date,1,Fear
16458,right first thing,1,Surprise
16459,simply steam roll,1,Angry
16460,much simple cheaply,1,Fear
16461,later modest heroic,1,Fear
16462,almost manage reading,1,Fear
16463,obviously easy chair,1,
16464,supposedly block radiation,1,
16465,excruciatingly dull watch,1,Surprise
16466,exactly uncommon adult,1,
16467,pretty exciting eye,1,Happy
16468,far cry pedophilia,1,Fear
16469,completely inappropriate date,1,
16470,seemingly arbitrary barrier,1,
16471,maybe wa writer,1,
16472,apparently miss lechuck,1,Sad
16473,quite funny moment,1,Surprise
16474,really difficulty section,1,Surprise
16475,better true ha,1,Surprise
16476,quite entertaining favorite,1,Happy
16477,especially sensitive rock,1,
16478,aside petty detail,1,
16479,slowly unraveling plot,1,
16480,better first glance,1,Surprise
16481,quite entertaining life,1,Fear
16482,even involved gunfire,1,Fear
16483,already swept foot,1,
16484,completely worth hour,1,Fear
16485,dincht irvine kinneas,1,
16486,definitely sweep conclude,1,Fear
16487,somewhat slows time,1,Surprise
16488,also sexual innuendo,1,
16489,perhaps divulge truth,1,
16490,absolutely adorable get,1,Happy
16491,almost bad seinfeld,1,Sad
16492,completely unlikable start,1,
16493,rather extra feature,1,Fear
16494,completely incomprehensible plot,1,
16495,probably good twist,1,Happy
16496,yup right survivor,1,Fear
16497,quite surprised feature,1,Surprise
16498,emmy award nomination,1,
16499,usually good wan,1,Happy
16500,handedly small length,1,
16501,unnecessarily large amount,1,
16502,right plain suck,1,Fear
16503,anyway boring guy,1,Sad
16504,surprisingly good jaguar,1,Happy
16505,simply brilliant kind,1,Happy
16506,sure much funny,1,Surprise
16507,well imagine character,1,Surprise
16508,lot psychological material,1,Sad
16509,totally gorgeous help,1,Happy
16510,historically inaccurate kennedy,1,
16511,enough save mediocre,1,
16512,deadly cargo start,1,Surprise
16513,unfortunately fail realise,1,Sad
16514,brutally honest bit,1,
16515,painfully slow half,1,Sad
16516,regard good thing,1,Happy
16517,reasonably nice location,1,Happy
16518,definitely potential director,1,Surprise
16519,seemingly endless factory,1,
16520,widely available whatsoever,1,Fear
16521,together tough teacher,1,Fear
16522,together eclectic group,1,Surprise
16523,rather desensitized horror,1,Surprise
16524,back wait minute,1,Surprise
16525,evil hideous demon,1,Fear
16526,fear great reminder,1,Happy
16527,yet executioner nerve,1,Fear
16528,often act eye,1,
16529,touchingly gentle performance,1,
16530,definitely atypical title,1,Fear
16531,back vhs cover,1,Fear
16532,completely unexpected becomes,1,Happy
16533,entirely bloodthirsty veteran,1,
16534,easily dreadful clichés,1,Sad
16535,rather exciting couple,1,Sad
16536,truly nasty murder,1,
16537,laughably inept investigation,1,Surprise
16538,really florencia bertotti,1,Surprise
16539,never able regain,1,Fear
16540,quite shakespeare junkie,1,
16541,apparently true matt,1,
16542,perfectly putrid picture,1,
16543,endearingly awful atrocity,1,Happy
16544,n tumble robert,1,
16545,especially clumsy use,1,Sad
16546,utterly preposterous jump,1,Surprise
16547,beautifully bad baby,1,Sad
16548,brutally honest compensates,1,
16549,remotely good movie,1,Happy
16550,unabashedly derivative doozy,1,
16551,sublimely stinky schlockoid,1,
16552,even popcorn entertainment,1,
16553,wincingly second rate,1,Fear
16554,lovely plenty publicity,1,Happy
16555,around guess happens,1,Surprise
16556,still slim body,1,
16557,uniquely young ameche,1,
16558,explicitly malpractice jumpy,1,Fear
16559,especially graveyard shift,1,
16560,deliver final twist,1,Fear
16561,truth dramatic reason,1,Sad
16562,absolutely unwatchable anyone,1,Fear
16563,even little bit,2,
16564,walkabout big fat,1,
16565,curiously masculine anti,1,
16566,especially chinese girl,1,Surprise
16567,funny much kind,1,Happy
16568,definately unusal fun,1,Happy
16569,achieve much confidence,1,Fear
16570,particularly good sarcastic,1,Happy
16571,pretty arrogant point,1,Happy
16572,away private washroom,1,Angry
16573,even numerous occasion,1,Surprise
16574,much many people,1,
16575,earlier prominent aspect,1,
16576,rarely mistake strength,1,
16577,however pan way,1,Surprise
16578,later bad trip,1,Sad
16579,back spent watching,1,Surprise
16580,really like dwight,1,Surprise
16581,rather questionable wa,1,Fear
16582,incredibly van driessen,1,Fear
16583,yet third blacksploitation,1,
16584,yup guessed connection,1,Surprise
16585,pretty convoluted way,1,Happy
16586,certainly commitment material,1,
16587,simultaneously try squeeze,1,
16588,actually offensive presumes,1,Surprise
16589,really avoided script,1,Surprise
16590,quite back comment,1,
16591,late early la,1,Sad
16592,always tricky chance,1,Sad
16593,really doe tool,1,Surprise
16594,succinctly fresh tense,1,Surprise
16595,purest technical term,1,
16596,also emotional level,1,Sad
16597,certainly fit role,1,Happy
16598,clearly british colonial,1,
16599,politically sensitive portraying,1,
16600,back great wonder,1,Happy
16601,south florida mean,1,
16602,police official ray,1,
16603,alan delour jordan,1,
16604,back respect quality,1,Happy
16605,merely attempt capitalize,1,
16606,awesome overused theme,1,Surprise
16607,probably good plot,1,Happy
16608,back listened dissection,1,
16609,okay mom try,1,
16610,definitely recommend watch,1,Surprise
16611,unsuccessfully persuade town,1,Sad
16612,eleven tactic firepower,1,
16613,virtually whole cast,1,Fear
16614,highly predictable beauty,1,Happy
16615,well dealt sexy,1,
16616,maybe future self,1,Fear
16617,longer full character,1,Fear
16618,heard much hype,1,
16619,simply awful premise,1,
16620,south park family,1,Surprise
16621,sometimes brilliant movie,1,Happy
16622,also cheque book,1,
16623,immensely decided check,1,Fear
16624,long lot time,1,Sad
16625,quickly due fact,1,Sad
16626,constantly quote horror,1,Surprise
16627,aside sub plot,1,
16628,yet hardly action,1,Fear
16629,sadly small cameo,1,
16630,always good paul,1,Happy
16631,loser wealthy family,1,Happy
16632,yet funny way,1,Surprise
16633,really liked heard,1,Surprise
16634,finally rent stuff,1,Angry
16635,mainly resemble time,1,
16636,back drop information,1,
16637,far superior blood,1,Fear
16638,pretty amy locane,1,Happy
16639,still sound act,1,
16640,probably good reason,1,Happy
16641,slightly gratuitous sex,1,
