,aspects,frequency,emotions
4786,leg giving stature,1,Fear
4787,old fashioned craftsmanship,1,
4788,sure connected passion,1,Angry
4789,dynamic producing time,1,
4790,watched enjoyed achieves,1,Happy
4791,critic gave c,1,Fear
4792,difficult think anything,1,Surprise
4793,pull viewing audience,1,
4794,real watched friend,1,Happy
4795,low pixelated dvd,1,Sad
4796,ya try sit,1,
4797,scrap adoring mass,1,Happy
4798,inadequate noting value,1,
4799,wise aged wizard,1,Angry
4800,arrival seeing rock,1,Fear
4801,happy ending allows,1,Happy
4802,amateurish editing worthless,1,
4803,possible ending story,1,Fear
4804,cast acting sock,1,
4805,figment came jazz,1,Surprise
4806,current viewing pacing,1,Surprise
4807,many try characterize,1,
4808,lived according explores,1,
4809,critic needed wizen,1,
4810,hard pressed chew,1,Angry
4811,convict known name,1,
4812,slow moving william,1,
4813,carnivorous generating spider,1,
4814,large maggot thing,1,Surprise
4815,misogynistic increasing marginalisation,1,
4816,le threatening vengeance,1,Fear
4817,extra involving dissemination,1,Fear
4818,wide ranging performance,1,
4819,beautiful suffering wife,1,Happy
4820,flourish acting reference,1,Fear
4821,toddler developing mind,1,Surprise
4822,short matched effort,1,Angry
4823,minimal overpowering message,1,
4824,timeline matching example,1,
4825,choppy editing length,1,
4826,mythical set backdrop,1,Fear
4827,gary received oscar,1,Surprise
4828,several thriving civilization,1,Fear
4829,help keep movie,1,Surprise
4830,execrable acting ability,1,
4831,bad say something,1,Surprise
4832,similar ending grinning,1,Angry
4833,stiff boring thought,1,Surprise
4834,sleep deprived brain,1,
4835,young become garbage,1,
4836,much make action,1,Sad
4837,great overlooked eye,1,Happy
4838,open ended wonderment,1,Fear
4839,dynamic abandoned trial,1,Fear
4840,previous stated reason,1,Sad
4841,untrustworthy sided mobster,1,
4842,possible reasoning producer,1,Sad
4843,tragic ending george,1,Sad
4844,ha redeeming quality,1,
4845,righteous enduring way,1,Angry
4846,dear setting thing,1,Surprise
4847,enchant writing superb,1,Happy
4848,middle aged boy,1,Angry
4849,hard find director,1,Angry
4850,willing take clothes,1,
4851,groped showing everything,1,Sad
4852,loud want watch,1,Surprise
4853,vatican tried cover,1,Fear
4854,narf swimming pool,1,Fear
4855,parasite took control,1,Surprise
4856,early marked fighter,1,
4857,funny disturbing plain,1,Surprise
4858,good considering precursor,1,Happy
4859,murderous whining teenage,1,Angry
4860,u know irritation,1,
4861,drunken stumbling path,1,
4862,entire set castle,1,Fear
4863,first saw teenager,1,Surprise
4864,careful put distraction,1,Sad
4865,hilarious thought part,1,Happy
4866,double crossing harrison,1,Angry
4867,laudanum known anyone,1,
4868,co wrote script,1,
4869,bark grating accent,1,Angry
4870,midst fighting nation,1,Sad
4871,unfortunately keep building,1,Sad
4872,halloween thanksgiving guess,1,Surprise
4873,friend suggest anyone,1,Happy
4874,effective making wonder,1,Surprise
4875,wa hacked chainsaw,1,
4876,good haunted house,1,Happy
4877,read interesting henry,1,Happy
4878,mic attached commentator,1,Happy
4879,interesting take thing,1,Happy
4880,stupid end perform,1,
4881,van think history,1,Surprise
4882,unrealistic take place,1,Fear
4883,hard coming authenticity,1,Angry
4884,humorous disarming men,1,Happy
4885,due directing legend,1,Fear
4886,okay believe people,1,
4887,great opening sequence,1,Happy
4888,unpredictable filled metaphor,1,Fear
4889,final following evening,1,Fear
4890,april trying make,1,Sad
4891,bad acting lot,1,Sad
4892,simple minded dog,1,Surprise
4893,noirish twisted tale,1,
4894,peak set los,1,Fear
4895,facedown swimming pool,1,Fear
4896,pathetic accomplished direction,1,Sad
4897,smoke get eye,1,Angry
4898,exotic looking material,1,
4899,exceptional leading performance,1,
4900,elementary conjuring trick,1,Surprise
4901,lesbian appearing offer,1,Sad
4902,smart mouthed hoofer,1,Sad
4903,turkey realize bone,1,Fear
4904,chic snipped men,1,
4905,endless selecting vantage,1,
4906,yahoo mean anyone,1,
4907,worth spoiling smell,1,Fear
4908,stop watching way,1,Surprise
4909,important interesting mother,1,Happy
4910,solid charming humor,1,Happy
4911,ludicrous ending bother,1,Fear
4912,league come brain,1,
4913,inevitable krumping class,1,Surprise
4914,outrageous staged tv,1,Surprise
4915,high toned pomposity,1,Fear
4916,april beginning hostility,1,
4917,rebellious warned paul,1,Fear
4918,common refused disperse,1,Sad
4919,hopeful heartwarming story,1,Surprise
4920,smart astute canine,1,
4921,right left scene,1,Fear
4922,possible said item,1,Surprise
4923,short produced video,1,Angry
4924,fit lighting purpose,1,Happy
4925,busy wasting talent,1,Fear
4926,ok took project,1,Surprise
4927,forgot bring food,1,Angry
4928,obvious chosen look,1,
4929,short lived month,1,Angry
4930,worth seeing end,1,Fear
4931,american named james,1,
4932,different want look,1,
4933,ok realized beginning,1,
4934,interesting set scene,1,Happy
4935,hoblit keep everything,1,Sad
4936,wish recommend version,1,
4937,exact born kind,1,Happy
4938,u include woman,1,
4939,purpose seeing warn,1,Fear
4940,independent making reason,1,Sad
4941,polish give anyone,1,Fear
4942,grim putting grade,1,Sad
4943,tale bringing life,1,Sad
4944,hard hitting action,1,Angry
4945,hard believe ha,1,Angry
4946,character setting ha,1,Fear
4947,alien come minute,1,Fear
4948,discovery guiding friendship,1,Surprise
4949,due filmed romania,1,
4950,human left battle,1,
4951,attempt make sort,1,Sad
4952,hysterical thought role,1,Surprise
4953,parallel exist world,1,
4954,crazy took turn,1,Surprise
4955,video putting website,1,Sad
4956,nuclear powered aircraft,1,Angry
4957,anxious waiting game,1,Surprise
4958,authentic filmed sea,1,
4959,bionic played andre,1,Fear
4960,last called v,1,
4961,various stated market,1,Sad
4962,much retired men,1,
4963,hot make trouble,1,Sad
4964,ancient known title,1,Fear
4965,sure came story,1,Surprise
4966,responsible gathering rest,1,Fear
4967,whole trying piece,1,Fear
4968,happy used pseudonym,1,Happy
4969,realistic went cause,1,Fear
4970,difficult viewing doubt,1,Fear
4971,able professor philip,1,
4972,serial stating beast,1,Sad
4973,full fledged creature,1,
4974,sumptuous expect blood,1,Happy
4975,survive returning château,1,
4976,serious torturing address,1,
4977,god killing people,1,Surprise
4978,possible ending feel,1,Fear
4979,happy made felt,1,Sad
4980,neeson take woman,1,
4981,first opening scene,1,Surprise
4982,second thought actor,1,Surprise
4983,separate interconnected line,1,Fear
4984,survivor kidding story,1,Happy
4985,bad acting par,1,Sad
4986,tree think ha,1,Surprise
4987,gigantic mutated scorpion,1,
4988,fellow dehumanized premise,1,
4989,different thought minute,1,Surprise
4990,bibleman quote chapter,1,
4991,negative feeling prayer,1,Sad
4992,sidekick daring heroine,1,Fear
4993,native wrestling pirate,1,
4994,territory evolving fight,1,Sad
4995,mistaken coming boxer,1,Surprise
4996,strong used stuff,1,Happy
4997,boy remember story,1,
4998,rubbish saying everything,1,Surprise
4999,please save memory,1,Sad
5000,funny accomplished tara,1,Surprise
5001,wise bewildered change,1,Surprise
5002,american succeed ownership,1,
5003,early seeking sign,1,Fear
5004,stiff acting pardon,1,Sad
5005,defiant farting gesture,1,
5006,happy viewing b,1,Happy
5007,basic storytelling spoiler,1,Surprise
5008,wonderful supporting work,1,Surprise
5009,screen show hour,1,
5010,superior starting fight,1,Sad
5011,gentleman walking pink,1,
5012,low remember scene,1,Sad
5013,moral need failure,1,Sad
5014,bad acting dr,1,Sad
5015,atmospheric capturing feel,1,Happy
5016,understandable given number,1,Fear
5017,sad nominated award,1,Sad
5018,girl drinking beer,1,Surprise
5019,wish continuing story,1,
5020,right left war,1,Fear
5021,good reviewed newspaper,1,Happy
5022,nasty keeping reality,1,
5023,easy recommending saw,1,
5024,wonderful including thug,1,Surprise
5025,hard getting draft,1,Angry
5026,capable boxing scene,1,Fear
5027,character portrayed jim,1,Fear
5028,fun setting fire,1,Happy
5029,different listened occasion,1,
5030,full blown assault,1,Surprise
5031,high powered weaponry,1,Angry
5032,epic following history,1,Fear
5033,beautiful grouping cinematography,1,Happy
5034,aware shortcoming identify,1,Happy
5035,usa taken member,1,Surprise
5036,red handed drawer,1,Angry
5037,present illuminated watch,1,Surprise
5038,special reminded ivor,1,Surprise
5039,easy get number,1,Fear
5040,insane writing review,1,Surprise
5041,idiot screaming city,1,
5042,hey take time,1,Surprise
5043,responsible igniting retro,1,Angry
5044,widespread increasing number,1,Fear
5045,round lamenting demise,1,
5046,fabulous supporting cast,1,Happy
5047,enjoy let audience,1,Happy
5048,dark knight buy,1,Sad
5049,gray working laboratory,1,Fear
5050,genetic testing rabbit,1,
5051,hilarious spasming bedridden,1,Happy
5052,funny saving grace,1,Surprise
5053,old fashioned trash,1,Angry
5054,duval talented actor,1,
5055,remarkable managed work,1,Fear
5056,soft spoken voice,1,Fear
5057,hokey annoying meg,1,Sad
5058,learn mistake waste,1,
5059,icelandic setting grubbiness,1,Fear
5060,serious attempting create,1,
5061,u remember tv,1,
5062,care blaming everybody,1,
5063,weak supporting performance,1,Sad
5064,slow paced moody,1,Surprise
5065,know went voyage,1,Fear
5066,large scaled expedition,1,Surprise
5067,leftist recycling memory,1,
5068,young inexperienced man,1,
5069,actor make situation,1,Sad
5070,hard finding anyone,1,Angry
5071,big hearted barbie,1,
5072,fanatical supporting bit,1,
5073,guy make dane,1,Sad
5074,friend keep booohhoooohoooohooooo,1,Happy
5075,fictional retelling rise,1,
5076,wish written tighter,1,
5077,undiscovered traveling stream,1,
5078,native know defeat,1,
5079,showtune playing contraption,1,Fear
5080,english reminded morlocks,1,
5081,old going see,1,Fear
5082,realistic looking computer,1,
5083,weak given circumstance,1,Sad
5084,enroll take scene,1,
5085,overall found plot,1,
5086,offensive acting way,1,Sad
5087,doe want acknowledge,1,
5088,preferable existing knowledge,1,
5089,tame based cartoony,1,Surprise
5090,good putting feel,1,Happy
5091,helpful seen take,1,Happy
5092,old fashioned monster,1,
5093,simplistic trying comment,1,Fear
5094,nice follow career,1,Happy
5095,raw got nothing,1,
5096,new surrounding heroine,1,
5097,script make bit,1,Sad
5098,unclad bathing beauty,1,Happy
5099,cigarette smoking baby,1,Angry
5100,criminal arrested cop,1,Sad
5101,powerful ending sequence,1,Fear
5102,desperate sought protection,1,
5103,die end cher,1,
5104,demographic found story,1,
5105,many believe anything,1,
5106,usa going population,1,Fear
5107,entire focused bunch,1,Fear
5108,fanboyish seen plenty,1,
5109,blank blanked none,1,
5110,innuendo concerning vulgarity,1,Sad
5111,good made tv,1,Happy
5112,whole supporting round,1,Fear
5113,mcall went ireland,1,Fear
5114,obvious talented people,1,
5115,contain bursting laughter,1,Angry
5116,bad started regard,1,Happy
5117,obvious helen keller,1,
5118,unbelievable given line,1,Fear
5119,different take sex,1,
5120,top think acrobatics,1,Surprise
5121,plenty make lack,1,Sad
5122,fight doubling stout,1,Sad
5123,notable surrounding stuff,1,Angry
5124,superior budgeted shelf,1,
5125,tie opening scene,1,Fear
5126,giant demarcated prison,1,
5127,wa thinking rating,1,Surprise
5128,first see movie,1,Surprise
5129,keep thinking day,1,Happy
5130,guy exist filmmaker,1,
5131,ridiculous giving giggle,1,Fear
5132,scene take skull,1,
5133,serene playing woman,1,Happy
5134,hecht wrote screenplay,1,
5135,suspect honeymooning couple,1,Fear
5136,european setting sensibility,1,Fear
5137,excellent wedding planner,1,Happy
5138,new found toy,1,
5139,uncomfortable looking investigate,1,Surprise
5140,open ended conclusion,1,Fear
5141,le appealing fascination,1,
5142,poor scripting fact,1,
5143,happy see credit,1,Happy
5144,promising watching trailer,1,Surprise
5145,lounge swimming pool,1,Fear
5146,u creating book,1,
5147,rater thought wa,1,Surprise
5148,plausible saw food,1,
5149,nice directing nothing,1,Happy
5150,wa watching kid,1,Happy
5151,overact make people,1,Sad
5152,macready prosecuting barry,1,Fear
5153,planned canceled actor,1,
5154,cool seeing razor,1,Happy
5155,elaborate set everything,1,Fear
5156,narrow minded zealotry,1,Surprise
5157,first dr mortimer,1,Surprise
5158,key opening sequence,1,Sad
5159,particular decided make,1,Sad
5160,happy ending hope,1,Fear
5161,tragic love story,1,Happy
5162,apprehensive happening protagonist,1,Fear
5163,le endearing habit,1,Happy
5164,hard believe bogdanovich,1,Angry
5165,overlooked get chance,1,Fear
5166,new rose hotel,1,
5167,new looking batch,1,
5168,western cast support,1,
5169,queen king comedy,1,
5170,afraid using tongue,1,Surprise
5171,painful gouging eye,1,Sad
5172,simultaneous feeling attraction,1,
5173,fair say wa,1,Surprise
5174,costly set downfall,1,Fear
5175,geographic attempting tell,1,Sad
5176,wonderful acting superb,1,Happy
5177,third starred jack,1,Sad
5178,sitcom take place,1,Fear
5179,old lost interest,1,Happy
5180,many redeeming factor,1,Surprise
5181,great deal strength,1,Happy
5182,ridiculous supposed bitchy,1,Fear
5183,old achieve aspiration,1,
5184,drop look everything,1,Sad
5185,disc set direction,1,Fear
5186,graphic startling scene,1,
5187,squabble compared rest,1,
5188,entrapment traveling france,1,
5189,occasional talking point,1,Surprise
5190,katzenberg pissing contest,1,Angry
5191,poor acting skill,1,
5192,sorry say rating,1,Surprise
5193,exceptional presented action,1,Fear
5194,suspense make death,1,Sad
5195,dm putting ease,1,Fear
5196,many somthing actor,1,
5197,sad watching someone,1,Surprise
5198,second saw wa,1,
5199,public watching fact,1,Surprise
5200,novel got style,1,Fear
5201,big giving money,1,Fear
5202,neighbor visiting stranger,1,
5203,extreme expected beef,1,Happy
5204,jodie hooking farm,1,
5205,apt provide story,1,Fear
5206,evil giving kingdom,1,Fear
5207,early onset alzheimer,1,
5208,young maid detection,1,
5209,many accused hate,1,Sad
5210,u asking comment,1,Fear
5211,similar telling story,1,Sad
5212,italy keep iraq,1,
5213,nightmare rotting brain,1,Sad
5214,dvd exciting thursday,1,Sad
5215,lucky recording lp,1,Happy
5216,old making way,1,Sad
5217,poor ending character,1,Fear
5218,furious taking place,1,Angry
5219,stupid bombarded day,1,Happy
5220,entire enjoyed parent,1,Fear
5221,full depressing tragedy,1,Sad
5222,weak acting script,1,Sad
5223,great go head,1,Happy
5224,overall let part,1,Sad
5225,popcorn guzzling action,1,Fear
5226,visionary tried buck,1,
5227,real imagined control,1,Surprise
5228,bottom staying hope,1,Angry
5229,red riding hood,1,Angry
5230,terrible called cyborg,1,Fear
5231,obvious changing music,1,
5232,awful believe hype,1,
5233,little hoping scott,1,
5234,pliskin played kurt,1,Fear
5235,great casting job,1,Happy
5236,english dragged fact,1,
5237,notable observed hollywood,1,
5238,free screening couple,1,Happy
5239,rhythm want relationship,1,
5240,weak irritating idea,1,Angry
5241,rubble falling head,1,Fear
5242,grasp spinned riker,1,Angry
5243,dvd set wa,1,Fear
5244,u keep put,1,Sad
5245,spite seeing dozen,1,Sad
5246,copy write everyone,1,
5247,intense viewing experience,1,
5248,sick tired pollution,1,Sad
5249,dead dropped bag,1,
5250,nyuu described emotion,1,Sad
5251,roman went prison,1,Fear
5252,right nurturing environment,1,Fear
5253,salman make part,1,Sad
5254,human caring sister,1,Sad
5255,memorable impressing sequel,1,Happy
5256,old fashioned hollywood,1,
5257,unexpected think anyone,1,Happy
5258,much bought dvd,1,
5259,brilliant showing conflict,1,Happy
5260,old styled charisma,1,
5261,young promising support,1,Sad
5262,sure make film,1,Sad
5263,sure take bit,1,Fear
5264,many work question,1,Fear
5265,local see something,1,
5266,gory make pace,1,Surprise
5267,scary looked age,1,Angry
5268,bad contracted aid,1,Sad
5269,hear cut mustard,1,
5270,substantial intended victim,1,
5271,evil saving grace,1,Sad
5272,kabasinski hiding embarrassment,1,Angry
5273,hard achieve character,1,Angry
5274,difficult cut slack,1,
5275,athletic dancing fashion,1,Fear
5276,jeep rolled turn,1,Surprise
5277,cool looking sort,1,Happy
5278,thankful say ha,1,Happy
5279,disappointed excluding stock,1,Sad
5280,spent watching wa,1,Surprise
5281,rubbish acting scenery,1,
5282,great convincing enters,1,Happy
5283,loud ticking clock,1,
5284,young named nestor,1,
5285,lucky take adventure,1,Happy
5286,pointless remake year,1,
5287,solid say quality,1,Surprise
5288,fame playing butler,1,Fear
5289,young med student,1,
5290,atmosphere got nothing,1,
5291,irrelevant reminding stuff,1,Angry
5292,fantastic directing scott,1,Happy
5293,camper mincing way,1,
5294,raw convincing performance,1,
5295,broad range expression,1,Sad
5296,purpose set example,1,Fear
5297,eleven twelve team,1,
5298,sky diving rock,1,Fear
5299,arrive eliminated love,1,Happy
5300,expert expressing emotion,1,Surprise
5301,child playing game,1,Fear
5302,bad known jackal,1,Sad
5303,compliment pumping thing,1,Surprise
5304,right say whats,1,Surprise
5305,notice make character,1,Fear
5306,indie blown hollywood,1,Surprise
5307,nut allowed pay,1,
5308,western made time,1,Sad
5309,essential making tv,1,Sad
5310,wrong seeing entirety,1,
5311,suspense leading audience,1,
5312,hard nosed cop,1,Angry
5313,desert seen representation,1,Fear
5314,disappointing playing role,1,Sad
5315,difficult compelled story,1,Sad
5316,doe middling business,1,Fear
5317,interested wanted marry,1,Happy
5318,approved becoming son,1,Happy
5319,square take element,1,Surprise
5320,desplat subdued score,1,Angry
5321,meant enjoyed pretense,1,Happy
5322,new named velku,1,
5323,etal made feel,1,Sad
5324,complete came kurt,1,Surprise
5325,leave took retrospect,1,Surprise
5326,used take dvd,1,
5327,walnut throwing metaphor,1,
5328,smart making rendition,1,Sad
5329,worth look movie,1,Fear
5330,american released version,1,
5331,various armed faction,1,Sad
5332,magnificent begin story,1,Happy
5333,abrupt make sense,1,Sad
5334,organ friend cry,1,Happy
5335,wear thinking cap,1,Surprise
5336,capable supporting player,1,Fear
5337,empty showing science,1,
5338,critic trying demonstrate,1,Fear
5339,steven wright charles,1,
5340,leaf sat thinking,1,Surprise
5341,hot looked history,1,Sad
5342,excellent acting job,2,Happy
5343,cheesy watching afternoon,1,Surprise
5344,honest shocking depiction,1,Surprise
5345,chill recommend yes,1,Sad
5346,good capturing hand,1,Happy
5347,great steaming hunk,1,Happy
5348,right wing propaganda,1,Fear
5349,ah remember day,1,Happy
5350,true found theater,1,
5351,pregnant supporting cast,1,
5352,erotic made tell,1,Sad
5353,spirit beginning request,1,Sad
5354,second say jackhammer,1,Surprise
5355,doe get taste,1,Happy
5356,different reached screen,1,
5357,spanish made demmark,1,Sad
5358,real seeming alida,1,Sad
5359,entertaining telling john,1,Sad
5360,afraid going grain,1,Fear
5361,bad considered elevator,1,Sad
5362,hoax supporting cast,1,
5363,start become friend,1,Happy
5364,break believe moment,1,Surprise
5365,come wagging penis,1,
5366,little trying time,1,
5367,jaffri mocking crocodile,1,
5368,scenery chewing son,1,
5369,naked boyfriend family,1,Surprise
5370,die make loss,1,Sad
5371,general cutting hole,1,Sad
5372,flash burned death,1,Sad
5373,bad trying sell,1,Sad
5374,secret covered view,1,Surprise
5375,untapped take thing,1,Surprise
5376,agree go story,1,
5377,boring played wooden,1,Sad
5378,old seen trailer,1,
5379,novel seen pb,1,Fear
5380,several watering script,1,Sad
5381,keep asking beer,1,Fear
5382,screen opening sequence,1,Fear
5383,luscious legged jill,1,
5384,attractive supported randy,1,Happy
5385,former devoted mouskaviewer,1,
5386,outfox sleuthing business,1,Fear
5387,talent demonstrating craft,1,Fear
5388,extreme keep apartment,1,Fear
5389,live absorbing see,1,Surprise
5390,interested saw turner,1,Happy
5391,false going sue,1,Fear
5392,admit redeeming value,1,Sad
5393,despised ending let,1,Angry
5394,good supporting performance,1,Happy
5395,wonderful writing playing,1,Surprise
5396,rocky looking fun,1,Happy
5397,overall think lack,1,Surprise
5398,thin leading wonder,1,Surprise
5399,great acting script,1,Happy
5400,serious munching cut,1,
5401,le appealing thing,1,Surprise
5402,assignment handed john,1,
5403,complete ending film,1,Fear
5404,poor acting performance,1,
5405,true consider climax,1,Sad
5406,meal served conveyor,1,
5407,various ending something,1,Fear
5408,combine feeling humane,1,Sad
5409,wish focused plot,1,
5410,poor editing job,1,Fear
5411,u believe character,1,Fear
5412,long keep joke,1,Happy
5413,awesome starting e,1,Surprise
5414,terrible disjointed cause,1,Fear
5415,jump editing people,1,Surprise
5416,right sitting gem,1,Fear
5417,cheer take side,1,Happy
5418,know want horror,1,Surprise
5419,wild attacked texas,1,
5420,bent preying everyone,1,Angry
5421,effective making point,1,Surprise
5422,bring recommend anyone,1,Sad
5423,rip snorting gusto,1,Happy
5424,gut busting ditto,1,Surprise
5425,first swinging treatment,1,Surprise
5426,implied replace woman,1,Fear
5427,predictable watching half,1,Surprise
5428,know end quality,1,
5429,repulsive disgusting everybody,1,Angry
5430,hard came bruce,1,Angry
5431,bitter failing marriage,1,Angry
5432,elli womanizing cocaine,1,
5433,good questioning random,1,Happy
5434,lucky got play,1,Happy
5435,rocked going tell,1,Sad
5436,great acting gift,1,Happy
5437,chopstick want god,1,Surprise
5438,great acting everyone,1,Happy
5439,excellent acting jolie,1,Happy
5440,bad filled juicy,1,Sad
5441,playful training karate,1,Happy
5442,favorite supporting character,1,Happy
5443,athlete essay part,1,
5444,scientist hired bunch,1,
5445,attempted keep dialog,1,Sad
5446,cheated take failure,1,Surprise
5447,miss ken russell,1,Sad
5448,candy colored meant,1,Sad
5449,collective acting prowess,1,
5450,wa get look,1,
5451,responsible talked film,1,Fear
5452,green wing office,1,Fear
5453,important say rule,1,Happy
5454,full watching way,1,Surprise
5455,documentary dealing appeal,1,
5456,sad acting performance,1,Sad
5457,frinensi driving gadget,1,Fear
5458,bunch messed junkie,1,Angry
5459,normal watching episode,1,Surprise
5460,specialise hating everybody,1,Sad
5461,teen seeing gory,1,Angry
5462,drac played enemy,1,Fear
5463,apt building super,1,Fear
5464,young hottie guard,1,Surprise
5465,pacific killing pilot,1,Surprise
5466,spanish tainted meat,1,Fear
5467,masterful sting tail,1,
5468,various supporting character,1,Fear
5469,early chewing gum,1,Fear
5470,actress supporting actor,1,
5471,studious take art,1,
5472,original kept core,1,
5473,describes offspring man,1,
5474,much casted shadow,1,Sad
5475,explicable ending ha,1,Fear
5476,enjoyable entertaining person,1,Happy
5477,neeson make work,1,Sad
5478,worth seeing pleasure,1,Happy
5479,loose meandering plot,1,
5480,true seemed feel,1,Sad
5481,noir come action,1,Sad
5482,new want friend,1,Happy
5483,academic concerned welfare,1,Sad
5484,candy take city,1,
5485,new seen others,1,
5486,screen playing hour,1,Fear
5487,umpteenth haunted house,1,
5488,attic slamming door,1,
5489,angry looking cat,1,Angry
5490,present intended victim,1,
5491,guess splitting hair,1,Surprise
5492,big bleached smile,1,Happy
5493,orphan played lil,1,Sad
5494,interested cashing franchise,1,Happy
5495,sat wanting something,1,
5496,outstanding working press,1,Fear
5497,unknown confusing reason,1,Fear
5498,general failed movie,1,
5499,violent ending everything,1,Sad
5500,concert keep way,1,
5501,f king psycho,1,
5502,wrong tell someone,1,Sad
5503,imaginative entertaining direction,1,Happy
5504,many done job,1,Fear
5505,easy caught stuff,1,Angry
5506,give electrifying performance,1,Surprise
5507,top billed kenneth,1,Surprise
5508,good denied opportunity,1,Happy
5509,tonight keep week,1,
5510,awful taking tomorrow,1,Surprise
5511,frequent running food,1,
5512,biological find time,1,
5513,early starring ben,1,
5514,finale take place,1,Fear
5515,fake looking part,1,Sad
5516,sure saw kid,1,Happy
5517,dark obscuring detail,1,Sad
5518,pathetic cling desperation,1,Sad
5519,low rated gem,1,Sad
5520,nifty engaging creation,1,Surprise
5521,robotic looking pop,1,
5522,excellent acting performance,1,Happy
5523,snazzy looking retro,1,
5524,great acting clever,1,Happy
5525,handsome injured bootlegger,1,Happy
5526,healthy dying starvation,1,Fear
5527,young learning trade,1,
5528,narrative enchanting storybook,1,Happy
5529,rich according screenplay,1,Fear
5530,famous talented cast,1,
5531,first writing credit,1,Surprise
5532,ha ennio morricone,1,
5533,spaced watching nothing,1,Surprise
5534,tactic facing life,1,Angry
5535,difficult tracking shot,1,
5536,sure want trial,1,Fear
5537,lucky take hint,1,Happy
5538,fbi countering hacker,1,Sad
5539,horrible sucked harder,1,Fear
5540,willing put exhibit,1,Sad
5541,right acting character,1,Fear
5542,hot sizzling relationship,1,Angry
5543,sure thinking call,1,Surprise
5544,know seen eye,1,
5545,significant waiting backstage,1,Happy
5546,completist think reason,1,Surprise
5547,inner working consumer,1,Fear
5548,difficult empathizing purchase,1,Sad
5549,favourite chilling night,1,Happy
5550,wrong take shelter,1,
5551,simple exciting adult,1,Sad
5552,classic exemplifying everything,1,Sad
5553,enough say story,1,Surprise
5554,suppose seeing child,1,Fear
5555,unpleasant imagine method,1,Surprise
5556,credibility keep day,1,Happy
5557,fresh say script,1,Surprise
5558,feminine fetching janeane,1,Sad
5559,girl win conflict,1,Surprise
5560,disappointing taking life,1,Surprise
5561,main driving force,1,Fear
5562,free took opportunity,1,Happy
5563,dead recruited work,1,Fear
5564,occasional shouting match,1,Surprise
5565,clear focused agenda,1,Sad
5566,musical based broadway,1,Sad
5567,huge lashing tail,1,Angry
5568,fabulous animated version,1,Happy
5569,awful writing thinner,1,
5570,photography editing plot,1,
5571,wa bullied group,1,Surprise
5572,wrong know minority,1,
5573,aspect believe character,1,Fear
5574,first raving opinion,1,Surprise
5575,r rated form,1,
5576,hilarious go nothing,1,Happy
5577,ta get r,1,
5578,ninja destroyed others,1,Fear
5579,western go show,1,
5580,outer remake assault,1,
5581,irishman see sense,1,
5582,second imitating someone,1,
5583,similar going help,1,Surprise
5584,evil think spoiler,1,Surprise
5585,sheen want glimpe,1,
5586,dwarf joke family,1,Happy
5587,agent go everything,1,Sad
5588,pregnant holding baby,1,
5589,main recurring brought,1,Fear
5590,white privileged saint,1,Fear
5591,basic setting bunch,1,Fear
5592,schizophrenic playing role,1,Fear
5593,mixed killing people,1,Surprise
5594,wa stolen load,1,Surprise
5595,much enlightened character,1,Fear
5596,kern growing pain,1,
5597,start finish feel,1,
5598,old fashioned entertainment,1,
5599,tasteless lacking originality,1,Sad
5600,main shown foot,1,Fear
5601,principle demonstrate lack,1,Fear
5602,mid fascinating see,1,
5603,ridiculous dated others,1,
5604,stupid disturbing thing,1,Surprise
5605,right helping prosecution,1,Surprise
5606,tough talking trigger,1,Fear
5607,strong willed aurora,1,Happy
5608,top loved jack,1,Happy
5609,ha acting father,1,
5610,exhausted describing plot,1,
5611,good slapped head,1,Happy
5612,intact talking scene,1,
5613,hack known paul,1,
5614,fox prized franchise,1,Sad
5615,large manufactured tragedy,1,
5616,simplistic storytelling term,1,Fear
5617,hear outpouring emotion,1,Sad
5618,thinkable see anyone,1,
5619,wrong seen pre,1,
5620,natural tell life,1,Sad
5621,enjoyable called review,1,Happy
5622,indian separated partition,1,
5623,short coming plot,1,Angry
5624,poor ha symbolism,1,
5625,lead chosen role,1,
5626,apparent hatred wee,1,
5627,excellent tell story,1,Happy
5628,unusual coming age,1,Angry
5629,pleasant viewing experience,1,Happy
5630,lesson watching orient,1,Surprise
5631,bad get waste,1,Sad
5632,male bonding homosexuality,1,Fear
5633,thank wrote story,1,
5634,comic take entertainment,1,
5635,great filmmaking john,1,Happy
5636,young came fact,1,Surprise
5637,pathetic acting budget,1,Sad
5638,young face demise,1,
5639,high mildred pierce,1,Fear
5640,horrible editing script,1,Fear
5641,attribute think everything,1,Surprise
5642,negligent turning way,1,Surprise
5643,visual riddled plethora,1,Fear
5644,ups considered hardcore,1,Sad
5645,give interesting account,1,Fear
5646,elvis amazing boob,1,Surprise
5647,wa boring pointless,1,Sad
5648,short revealing dress,1,Angry
5649,due acting call,1,
5650,entire believe thing,1,Surprise
5651,many mistake night,1,
5652,simple walking lawn,1,Fear
5653,unworthy existing love,1,Happy
5654,horrid acting winston,1,Fear
5655,right think thing,1,Surprise
5656,second taken bit,1,Surprise
5657,real opposed gag,1,Sad
5658,cool cut scene,1,Happy
5659,cap seeing war,1,
5660,cant find anyone,1,
5661,right come interpretation,1,Fear
5662,bitter truth family,1,Angry
5663,unenthusiastic hardened character,1,Sad
5664,classic became way,1,
5665,single handed battle,1,
5666,sure make picture,1,Sad
5667,obnoxious overacting speed,1,
5668,english dubbed dvd,1,
