,aspects_AVN,emotions
7674,,
7675,okay believe people,
7676,,
7677,,
7678,great opening sequence,Fear
7679,"unpredictable filled metaphor, final following evening",Fear
7680,,
7681,"april trying make, bad acting lot",Sad
7682,simple minded dog,Surprise
7683,,
7684,"noirish twisted tale, peak set los, facedown swimming pool, pathetic accomplished direction",Fear
7685,"smoke get eye, exotic looking material",
7686,,
7687,"exceptional leading performance, elementary conjuring trick, lesbian appearing offer",Surprise
7688,"smart mouthed hoofer, turkey realize bone, chic snipped men",Sad
7689,,
7690,,
7691,,
7692,,
7693,endless selecting vantage,
7694,,
7695,,
7696,,
7697,,
7698,yahoo mean anyone,
7699,worth spoiling smell,Fear
7700,,
7701,"stop watching way, important interesting mother",Happy
7702,,
7703,,
7704,,
7705,,
7706,,
7707,solid charming humor,Happy
7708,,
7709,,
7710,,
7711,,
7712,ludicrous ending bother,Fear
7713,,
7714,,
7715,league come brain,
7716,,
7717,,
7718,inevitable krumping class,Surprise
7719,,
7720,"outrageous staged tv, high toned pomposity",
7721,,
7722,,
7723,,
7724,,
7725,,
7726,"april beginning hostility, rebellious warned paul, common refused disperse",Sad
7727,hopeful heartwarming story,
7728,,
7729,smart astute canine,
7730,,
7731,,
7732,,
7733,right left scene,
7734,,
7735,possible said item,Surprise
7736,,
7737,,
7738,,
7739,,
7740,short produced video,
7741,,
7742,fit lighting purpose,
7743,,
7744,,
7745,,
7746,,
7747,,
7748,busy wasting talent,
7749,ok took project,Surprise
7750,forgot bring food,Sad
7751,"obvious chosen look, short lived month, worth seeing end",
7752,,
7753,,
7754,"american named james, different want look, ok realized beginning",
7755,interesting set scene,Fear
7756,,
7757,,
7758,hoblit keep everything,Sad
7759,,
7760,wish recommend version,
7761,,
7762,,
7763,,
7764,,
7765,,
7766,,
7767,,
7768,exact born kind,Happy
7769,u include woman,
7770,,
7771,,
7772,,
7773,purpose seeing warn,Fear
7774,,
7775,,
7776,independent making reason,Sad
7777,"polish give anyone, grim putting grade",Sad
7778,,
7779,,
7780,tale bringing life,Sad
7781,,
7782,,
7783,hard hitting action,Angry
7784,,
7785,hard believe ha,
7786,,
7787,,
7788,,
7789,,
7790,character setting ha,Fear
7791,"alien come minute, discovery guiding friendship",Surprise
7792,"due filmed romania, human left battle",
7793,,
7794,"attempt make sort, hysterical thought role",Surprise
7795,,
7796,"parallel exist world, crazy took turn",Surprise
7797,,
7798,video putting website,Sad
7799,"nuclear powered aircraft, anxious waiting game, authentic filmed sea",Angry
7800,,
7801,,
7802,,
7803,"bionic played andre, last called v",Fear
7804,various stated market,Sad
7805,,
7806,much retired men,
7807,,
7808,,
7809,,
7810,"hot make trouble, ancient known title, sure came story",Sad
7811,,
7812,,
7813,,
7814,,
7815,responsible gathering rest,
7816,whole trying piece,
7817,,
7818,,
7819,happy used pseudonym,
7820,,
7821,,
7822,realistic went cause,Fear
7823,,
7824,difficult viewing doubt,Fear
7825,much take place,Fear
7826,,
7827,"able professor philip, serial stating beast, full fledged creature, sumptuous expect blood",Happy
7828,,
7829,,
7830,survive returning château,
7831,"serious torturing address, god killing people, possible ending feel",Surprise
7832,happy made felt,Sad
7833,neeson take woman,
7834,"first opening scene, second thought actor",Surprise
7835,separate interconnected line,Fear
7836,survivor kidding story,Happy
7837,,
7838,"bad acting par, tree think ha",Surprise
7839,"gigantic mutated scorpion, fellow dehumanized premise",
7840,different thought minute,Surprise
7841,,
7842,"bibleman quote chapter, negative feeling prayer",
7843,"sidekick daring heroine, native wrestling pirate, territory evolving fight",Fear
7844,mistaken coming boxer,Surprise
7845,,
7846,,
7847,,
7848,,
7849,strong used stuff,Angry
7850,"boy remember story, rubbish saying everything, please save memory",Surprise
7851,,
7852,"funny accomplished tara, wise bewildered change, american succeed ownership",Surprise
7853,,
7854,"early seeking sign, stiff acting pardon, defiant farting gesture",Sad
7855,,
7856,,
7857,,
7858,happy viewing b,
7859,basic storytelling spoiler,Surprise
7860,wonderful supporting work,Fear
7861,,
7862,"suspense keep viewer, screen show hour",
7863,"superior starting fight, gentleman walking pink, low remember scene, moral need failure",Sad
7864,,
7865,,
7866,bad acting dr,
7867,,
7868,atmospheric capturing feel,Happy
7869,understandable given number,Fear
7870,sad nominated award,
7871,girl drinking beer,
7872,wish continuing story,
7873,"right left war, good reviewed newspaper",
7874,nasty keeping reality,
7875,easy recommending saw,
7876,wonderful including thug,
7877,,
7878,"hard getting draft, capable boxing scene",
7879,"character portrayed jim, fun setting fire",Fear
7880,,
7881,different listened occasion,
7882,,
7883,"full blown assault, high powered weaponry",Angry
7884,"epic following history, beautiful grouping cinematography",Surprise
7885,aware shortcoming identify,Happy
7886,"usa taken member, red handed drawer, present illuminated watch",Surprise
7887,special reminded ivor,
7888,,
7889,easy get number,Fear
7890,insane writing review,
7891,suspenseful cracking script,
7892,,
7893,"idiot screaming city, hey take time",
7894,"responsible igniting retro, widespread increasing number",Angry
7895,,
7896,,
7897,"round lamenting demise, fabulous supporting cast, enjoy let audience",Sad
7898,,
7899,dark knight buy,
7900,,
7901,"gray working laboratory, genetic testing rabbit, hilarious spasming bedridden, funny saving grace",Sad
7902,,
7903,,
7904,"old fashioned trash, duval talented actor, remarkable managed work",Fear
7905,soft spoken voice,Fear
7906,,
7907,,
7908,hokey annoying meg,Sad
7909,,
7910,learn mistake waste,
7911,,
7912,,
7913,icelandic setting grubbiness,Fear
7914,serious attempting create,
7915,u remember tv,
7916,,
7917,,
7918,care blaming everybody,
7919,weak supporting performance,
7920,,
7921,,
7922,,
7923,,
7924,slow paced moody,Surprise
7925,,
7926,"know went voyage, large scaled expedition",Surprise
7927,,
7928,leftist recycling memory,
7929,,
7930,young inexperienced man,
7931,actor make situation,Sad
7932,hard finding anyone,
7933,,
7934,big hearted barbie,
7935,,
7936,,
7937,,
7938,fanatical supporting bit,
7939,,
7940,,
7941,,
7942,,
7943,"guy make dane, friend keep booohhoooohoooohooooo",Sad
7944,,
7945,,
7946,"fictional retelling rise, wish written tighter",
7947,"undiscovered traveling stream, native know defeat",
7948,"showtune playing contraption, english reminded morlocks, old going see, realistic looking computer, weak given circumstance",Fear
7949,,
7950,"enroll take scene, overall found plot",
7951,,
7952,,
7953,,
7954,,
7955,offensive acting way,
7956,doe want acknowledge,
7957,preferable existing knowledge,
7958,tame based cartoony,Sad
7959,,
7960,,
7961,,
7962,,
7963,good putting feel,Sad
7964,helpful seen take,
7965,old fashioned monster,
7966,,
7967,,
7968,,
7969,,
7970,,
7971,,
7972,simplistic trying comment,
7973,,
7974,nice follow career,
7975,"raw got nothing, new surrounding heroine, script make bit",Sad
7976,,
7977,unclad bathing beauty,Happy
7978,cigarette smoking baby,Angry
7979,,
7980,,
7981,"criminal arrested cop, powerful ending sequence",Fear
7982,,
7983,desperate sought protection,
7984,die end cher,
7985,,
7986,,
7987,,
7988,demographic found story,
7989,,
7990,,
7991,"many believe anything, usa going population, entire focused bunch",Fear
7992,fanboyish seen plenty,
7993,,
7994,,
7995,"blank blanked none, innuendo concerning vulgarity",Sad
7996,"good made tv, whole supporting round, mcall went ireland",Sad
7997,obvious talented people,
7998,,
7999,contain bursting laughter,
8000,bad started regard,Happy
8001,,
8002,,
8003,,
8004,obvious helen keller,
8005,"unbelievable given line, different take sex",Fear
8006,,
8007,top think acrobatics,Surprise
8008,"plenty make lack, fight doubling stout, notable surrounding stuff, superior budgeted shelf",Angry
8009,,
8010,,
8011,tie opening scene,Fear
8012,,
8013,,
8014,,
8015,giant demarcated prison,
8016,,
8017,,
8018,wa thinking rating,Surprise
8019,,
8020,"first see movie, keep thinking day",Happy
8021,,
8022,"guy exist filmmaker, ridiculous giving giggle",Fear
8023,,
8024,,
8025,scene take skull,
8026,"serene playing woman, hecht wrote screenplay",Fear
8027,"suspect honeymooning couple, european setting sensibility",Fear
8028,excellent wedding planner,
8029,"new found toy, uncomfortable looking investigate",Fear
8030,,
8031,,
8032,open ended conclusion,Fear
8033,,
8034,,
8035,,
8036,le appealing fascination,
8037,,
8038,,
8039,poor scripting fact,
8040,,
8041,happy see credit,Fear
8042,,
8043,,
8044,promising watching trailer,Surprise
8045,,
8046,,
8047,,
8048,"lounge swimming pool, u creating book",Fear
8049,"rater thought wa, plausible saw food",Surprise
8050,,
8051,nice directing nothing,Fear
8052,wa watching kid,Happy
8053,,
8054,overact make people,Sad
8055,,
8056,,
8057,macready prosecuting barry,Fear
8058,,
8059,,
8060,,
8061,planned canceled actor,
8062,"cool seeing razor, elaborate set everything",Sad
8063,narrow minded zealotry,Surprise
8064,,
8065,"first dr mortimer, key opening sequence",Fear
8066,,
8067,"particular decided make, happy ending hope",Fear
8068,,
8069,"tragic love story, apprehensive happening protagonist, good supporting role",Happy
8070,le endearing habit,Happy
8071,,
8072,,
8073,,
8074,hard believe bogdanovich,
8075,overlooked get chance,Fear
8076,,
8077,new rose hotel,
8078,new looking batch,
8079,,
8080,western cast support,
8081,,
8082,,
8083,queen king comedy,
8084,"afraid using tongue, painful gouging eye",Surprise
8085,,
8086,"simultaneous feeling attraction, fair say wa",Surprise
8087,"costly set downfall, geographic attempting tell",Sad
8088,,
8089,,
8090,wonderful acting superb,Happy
8091,,
8092,third starred jack,Sad
8093,,
8094,sitcom take place,Fear
8095,old lost interest,Happy
8096,,
8097,"many redeeming factor, great deal strength, ridiculous supposed bitchy",Surprise
8098,"old achieve aspiration, drop look everything",Sad
8099,,
8100,disc set direction,Fear
8101,,
8102,"graphic startling scene, squabble compared rest",
8103,entrapment traveling france,
8104,occasional talking point,Surprise
8105,katzenberg pissing contest,Angry
8106,poor acting skill,
8107,sorry say rating,Surprise
8108,,
8109,,
8110,,
8111,exceptional presented action,Fear
8112,,
8113,suspense make death,Sad
8114,,
8115,dm putting ease,Sad
8116,,
8117,"many somthing actor, sad watching someone",Surprise
8118,,
8119,second saw wa,
8120,,
8121,,
8122,"public watching fact, novel got style",Surprise
8123,"big giving money, neighbor visiting stranger",Fear
8124,,
8125,,
8126,,
8127,,
8128,,
8129,extreme expected beef,Happy
8130,,
8131,,
8132,light hearted comedy,
8133,,
8134,,
8135,,
8136,jodie hooking farm,
8137,"apt provide story, evil giving kingdom",Fear
8138,"early onset alzheimer, young maid detection",
8139,,
8140,many accused hate,Sad
8141,u asking comment,Fear
8142,,
8143,,
8144,,
8145,"similar telling story, italy keep iraq",Sad
8146,,
8147,"nightmare rotting brain, dvd exciting thursday",Sad
8148,"lucky recording lp, old making way",Sad
8149,poor ending character,Fear
8150,"furious taking place, stupid bombarded day",Happy
8151,,
8152,entire enjoyed parent,Happy
8153,full depressing tragedy,Sad
8154,weak acting script,
8155,great go head,Fear
8156,overall let part,Sad
8157,,
8158,,
8159,,
8160,popcorn guzzling action,Fear
8161,"visionary tried buck, real imagined control",Surprise
8162,bottom staying hope,Angry
8163,red riding hood,
8164,"terrible called cyborg, obvious changing music",
8165,"awful believe hype, little hoping scott",
8166,,
8167,"pliskin played kurt, great casting job",Fear
8168,,
8169,,
8170,,
8171,,
8172,,
8173,english dragged fact,
8174,,
8175,notable observed hollywood,
8176,"free screening couple, rhythm want relationship",
8177,"weak irritating idea, rubble falling head, grasp spinned riker",Angry
8178,,
8179,,
8180,,
8181,dvd set wa,Fear
8182,,
8183,,
8184,,
8185,"u keep put, spite seeing dozen",Sad
8186,copy write everyone,
8187,intense viewing experience,
8188,,
8189,,
8190,,
8191,"sick tired pollution, dead dropped bag",Fear
8192,,
8193,,
8194,,
8195,nyuu described emotion,Sad
8196,,
8197,,
8198,,
8199,"roman went prison, right nurturing environment",Fear
8200,,
8201,"salman make part, human caring sister",Sad
8202,memorable impressing sequel,Happy
8203,old fashioned hollywood,
8204,unexpected think anyone,Surprise
8205,much bought dvd,
8206,brilliant showing conflict,Sad
8207,,
8208,"old styled charisma, young promising support",Sad
8209,sure make film,Sad
8210,,
8211,,
8212,,
8213,sure take bit,
8214,"many work question, local see something",Fear
8215,gory make pace,Surprise
8216,"scary looked age, bad contracted aid",Angry
8217,,
8218,,
8219,"hear cut mustard, substantial intended victim",
8220,,
8221,evil saving grace,Sad
8222,,
8223,"kabasinski hiding embarrassment, hard achieve character, difficult cut slack",Angry
8224,,
8225,athletic dancing fashion,Fear
8226,"jeep rolled turn, cool looking sort",Surprise
8227,"thankful say ha, disappointed excluding stock",Surprise
8228,,
8229,spent watching wa,Surprise
8230,rubbish acting scenery,
8231,great convincing enters,
8232,,
8233,,
8234,,
8235,,
8236,,
8237,"loud ticking clock, young named nestor",
8238,,
8239,lucky take adventure,Fear
8240,,
8241,pointless remake year,
8242,"solid say quality, fame playing butler",Surprise
8243,,
8244,,
8245,,
8246,,
8247,,
8248,,
8249,young med student,
8250,"atmosphere got nothing, irrelevant reminding stuff",Angry
8251,fantastic directing scott,Fear
8252,camper mincing way,
8253,,
8254,,
8255,,
8256,"raw convincing performance, broad range expression",Sad
8257,,
8258,,
8259,purpose set example,Fear
8260,,
8261,"eleven twelve team, sky diving rock, arrive eliminated love",Happy
8262,,
8263,,
8264,,
8265,,
8266,expert expressing emotion,Surprise
8267,child playing game,Fear
8268,,
8269,,
8270,,
8271,"bad known jackal, worth mentioning regard, compliment pumping thing",Happy
8272,right say whats,Surprise
8273,,
8274,,
8275,notice make character,Sad
8276,,
8277,,
8278,,
8279,,
8280,,
8281,indie blown hollywood,Surprise
8282,,
8283,,
8284,,
8285,,
8286,,
8287,nut allowed pay,
8288,,
8289,western made time,Sad
8290,,
8291,essential making tv,Sad
8292,,
8293,,
8294,wrong seeing entirety,
8295,suspense leading audience,
8296,"hard nosed cop, desert seen representation",Fear
8297,,
8298,,
8299,disappointing playing role,Fear
8300,,
8301,"difficult compelled story, doe middling business",Sad
8302,"interested wanted marry, approved becoming son",
8303,square take element,Surprise
8304,,
8305,"desplat subdued score, meant enjoyed pretense",Happy
8306,new named velku,
8307,,
8308,"etal made feel, complete came kurt",Surprise
8309,,
8310,leave took retrospect,Surprise
8311,"used take dvd, walnut throwing metaphor",
8312,,
8313,smart making rendition,Sad
8314,,
8315,,
8316,worth look movie,
8317,,
8318,,
8319,,
8320,,
8321,,
8322,american released version,
8323,,
8324,various armed faction,Sad
8325,,
8326,,
8327,,
8328,,
8329,,
8330,,
8331,"magnificent begin story, abrupt make sense, organ friend cry",Happy
8332,,
8333,wear thinking cap,Surprise
8334,,
8335,,
8336,capable supporting player,
8337,,
8338,"empty showing science, critic trying demonstrate",Fear
8339,steven wright charles,
8340,,
8341,,
8342,leaf sat thinking,Surprise
8343,hot looked history,Fear
8344,,
8345,excellent acting job,Fear
8346,cheesy watching afternoon,Surprise
8347,honest shocking depiction,Surprise
8348,chill recommend yes,Sad
8349,,
8350,,
8351,good capturing hand,Happy
8352,great steaming hunk,Angry
8353,,
8354,,
8355,right wing propaganda,Fear
8356,,
8357,,
8358,,
8359,"ah remember day, true found theater",Happy
8360,,
8361,,
8362,pregnant supporting cast,
8363,"erotic made tell, spirit beginning request",Sad
8364,,
8365,,
8366,,
8367,second say jackhammer,Surprise
8368,,
8369,doe get taste,Happy
8370,,
8371,,
8372,different reached screen,
8373,spanish made demmark,Sad
8374,,
8375,real seeming alida,Sad
8376,,
8377,entertaining telling john,Sad
8378,,
8379,afraid going grain,Fear
8380,"bad considered elevator, worth watching see",Sad
8381,,
8382,hoax supporting cast,
8383,,
8384,"start become friend, break believe moment",Happy
8385,come wagging penis,
8386,little trying time,
8387,,
8388,jaffri mocking crocodile,
8389,,
8390,,
8391,,
8392,scenery chewing son,
8393,naked boyfriend family,Surprise
8394,"die make loss, general cutting hole",Sad
8395,"flash burned death, bad trying sell",Sad
8396,,
8397,,
8398,"secret covered view, untapped take thing",Surprise
8399,,
8400,agree go story,
8401,"boring played wooden, old seen trailer",Fear
8402,"novel seen pb, several watering script",Sad
8403,"keep asking beer, screen opening sequence",Fear
8404,"luscious legged jill, attractive supported randy",
8405,,
8406,,
8407,,
8408,,
8409,,
8410,,
8411,,
8412,,
8413,,
8414,,
8415,"former devoted mouskaviewer, outfox sleuthing business",Fear
8416,talent demonstrating craft,Fear
8417,,
8418,,
8419,,
8420,,
8421,,
8422,,
8423,extreme keep apartment,
8424,,
8425,,
8426,,
8427,,
8428,,
8429,live absorbing see,Surprise
8430,"interested saw turner, false going sue",Fear
8431,"admit redeeming value, despised ending let",Sad
8432,,
8433,,
8434,good supporting performance,
8435,,
8436,,
8437,wonderful writing playing,Fear
8438,rocky looking fun,Happy
8439,,
8440,"overall think lack, thin leading wonder",Surprise
8441,,
8442,great acting script,
8443,,
8444,,
8445,serious munching cut,
8446,,
8447,,
8448,,
8449,,
8450,,
8451,le appealing thing,Surprise
8452,,
8453,,
8454,,
8455,,
8456,,
8457,assignment handed john,
8458,,
8459,,
8460,complete ending film,Fear
8461,poor acting performance,
8462,true consider climax,Sad
8463,,
8464,"meal served conveyor, various ending something",Fear
8465,,
8466,,
8467,"combine feeling humane, wish focused plot",Sad
8468,poor editing job,Fear
8469,u believe character,Fear
8470,,
8471,,
8472,long keep joke,Happy
8473,,
8474,,
8475,awesome starting e,
8476,"terrible disjointed cause, jump editing people",
8477,right sitting gem,
8478,,
8479,,
8480,cheer take side,
8481,,
8482,know want horror,Surprise
8483,,
8484,,
8485,"wild attacked texas, bent preying everyone, effective making point",Surprise
8486,,
8487,bring recommend anyone,
8488,,
8489,,
8490,,
8491,"rip snorting gusto, gut busting ditto",Happy
8492,,
8493,first swinging treatment,Fear
8494,,
8495,,
8496,,
8497,,
8498,implied replace woman,Fear
8499,"predictable watching half, know end quality",Surprise
8500,repulsive disgusting everybody,Sad
8501,"hard came bruce, bitter failing marriage, elli womanizing cocaine",Surprise
8502,,
8503,,
8504,,
8505,,
8506,,
8507,"good questioning random, lucky got play, rocked going tell",Fear
8508,,
8509,"great acting gift, chopstick want god",Surprise
8510,great acting everyone,
8511,,
8512,excellent acting jolie,
8513,"bad filled juicy, playful training karate, favorite supporting character",Fear
8514,"athlete essay part, scientist hired bunch, attempted keep dialog",Sad
8515,cheated take failure,Sad
8516,,
8517,"miss ken russell, candy colored meant",Sad
8518,,
8519,,
8520,,
8521,collective acting prowess,
8522,,
8523,,
8524,"wa get look, responsible talked film",
8525,,
8526,,
8527,,
8528,green wing office,Fear
8529,important say rule,Surprise
8530,full watching way,Surprise
8531,,
8532,"documentary dealing appeal, sad acting performance",
8533,frinensi driving gadget,Fear
8534,"bunch messed junkie, normal watching episode",Angry
8535,specialise hating everybody,Sad
8536,,
8537,teen seeing gory,
8538,drac played enemy,Fear
8539,apt building super,Fear
8540,young hottie guard,Surprise
8541,"pacific killing pilot, spanish tainted meat",Surprise
8542,,
8543,,
8544,,
8545,masterful sting tail,
8546,various supporting character,Fear
8547,,
8548,,
8549,,
8550,,
8551,,
8552,early chewing gum,Fear
8553,actress supporting actor,
8554,,
8555,studious take art,
8556,"original kept core, describes offspring man, much casted shadow",Sad
8557,,
8558,explicable ending ha,Fear
8559,,
8560,enjoyable entertaining person,
8561,neeson make work,Sad
8562,,
8563,"worth seeing pleasure, loose meandering plot, true seemed feel",Happy
8564,,
8565,,
8566,,
8567,,
8568,noir come action,Fear
8569,new want friend,Happy
8570,,
8571,,
8572,,
8573,,
8574,"flex acting muscle, academic concerned welfare",Surprise
8575,,
8576,,
8577,,
8578,,
8579,"candy take city, new seen others",
8580,screen playing hour,Fear
8581,,
8582,"umpteenth haunted house, attic slamming door, angry looking cat",
8583,present intended victim,
8584,,
8585,,
8586,,
8587,"guess splitting hair, big bleached smile",Happy
8588,,
8589,orphan played lil,Fear
8590,,
8591,,
8592,interested cashing franchise,
8593,,
8594,,
8595,sat wanting something,
8596,,
8597,,
8598,outstanding working press,Fear
8599,,
8600,,
8601,unknown confusing reason,Sad
8602,"general failed movie, violent ending everything",Sad
8603,,
8604,,
8605,,
8606,"concert keep way, f king psycho",
8607,,
8608,,
8609,,
8610,,
8611,wrong tell someone,Sad
8612,imaginative entertaining direction,
8613,,
8614,many done job,Fear
8615,,
8616,easy caught stuff,Angry
8617,,
8618,give electrifying performance,Surprise
8619,,
8620,,
8621,"top billed kenneth, good denied opportunity, tonight keep week",Happy
8622,awful taking tomorrow,Surprise
8623,,
8624,frequent running food,
8625,biological find time,
8626,"early starring ben, finale take place",Fear
8627,fake looking part,
8628,,
8629,,
8630,,
8631,,
8632,,
8633,"sure saw kid, dark obscuring detail",Happy
8634,,
8635,,
8636,,
8637,,
8638,,
8639,pathetic cling desperation,Fear
8640,low rated gem,
8641,,
8642,,
8643,,
8644,"nifty engaging creation, robotic looking pop, excellent acting performance",Fear
8645,,
8646,snazzy looking retro,
8647,,
8648,great acting clever,
8649,,
8650,,
8651,"handsome injured bootlegger, healthy dying starvation, young learning trade",Fear
8652,"narrative enchanting storybook, rich according screenplay",Happy
8653,famous talented cast,
8654,"first writing credit, ha ennio morricone",Fear
8655,,
8656,spaced watching nothing,Surprise
8657,,
8658,,
8659,tactic facing life,Angry
8660,,
8661,,
8662,difficult tracking shot,
8663,,
8664,,
8665,,
8666,sure want trial,
8667,lucky take hint,
8668,fbi countering hacker,Sad
8669,horrible sucked harder,
8670,,
8671,"willing put exhibit, right acting character",Sad
8672,"hot sizzling relationship, sure thinking call",Angry
8673,"know seen eye, significant waiting backstage",Surprise
8674,,
8675,,
8676,,
8677,,
8678,,
8679,,
8680,completist think reason,Surprise
8681,,
8682,"inner working consumer, difficult empathizing purchase",Fear
8683,,
8684,"favourite chilling night, wrong take shelter",Sad
8685,,
8686,simple exciting adult,Sad
8687,classic exemplifying everything,Sad
8688,,
8689,,
8690,"enough say story, suppose seeing child, unpleasant imagine method",Surprise
8691,,
8692,,
8693,credibility keep day,Happy
8694,,
8695,"fresh say script, feminine fetching janeane",Surprise
8696,,
8697,,
8698,,
8699,"girl win conflict, disappointing taking life, main driving force, free took opportunity",Fear
8700,dead recruited work,Fear
8701,,
8702,,
8703,"occasional shouting match, clear focused agenda",Surprise
8704,musical based broadway,Sad
8705,huge lashing tail,Angry
8706,,
8707,,
8708,,
8709,fabulous animated version,
8710,"awful writing thinner, photography editing plot",
8711,,
8712,,
8713,"wa bullied group, wrong know minority, aspect believe character",Surprise
8714,,
8715,,
8716,first raving opinion,Sad
8717,,
8718,,
8719,,
8720,r rated form,
8721,"hilarious go nothing, ta get r",
8722,,
8723,,
8724,ninja destroyed others,Fear
8725,,
8726,"western go show, outer remake assault",
8727,irishman see sense,
8728,"second imitating someone, similar going help",Surprise
8729,evil think spoiler,Surprise
8730,,
8731,sheen want glimpe,
8732,,
8733,dwarf joke family,Happy
8734,,
8735,"agent go everything, pregnant holding baby, main recurring brought",Sad
8736,,
8737,white privileged saint,
8738,,
8739,,
8740,,
8741,,
8742,"basic setting bunch, schizophrenic playing role, mixed killing people, wa stolen load",Fear
8743,,
8744,much enlightened character,Fear
8745,kern growing pain,
8746,,
8747,"start finish feel, old fashioned entertainment",
8748,"tasteless lacking originality, main shown foot",
8749,,
8750,,
8751,,
8752,,
8753,,
8754,,
8755,much say film,Surprise
8756,principle demonstrate lack,Fear
8757,mid fascinating see,
8758,ridiculous dated others,
8759,"stupid disturbing thing, right helping prosecution",Surprise
8760,,
8761,,
8762,,
8763,tough talking trigger,
8764,"strong willed aurora, top loved jack, ha acting father",Happy
8765,,
8766,exhausted describing plot,
8767,,
8768,good slapped head,Fear
8769,,
8770,,
8771,intact talking scene,
8772,,
8773,,
8774,,
8775,"hack known paul, fox prized franchise",Fear
8776,,
8777,large manufactured tragedy,
8778,,
8779,,
8780,"simplistic storytelling term, hear outpouring emotion, thinkable see anyone, wrong seen pre",Sad
8781,,
8782,,
8783,natural tell life,Sad
8784,,
8785,,
8786,enjoyable called review,
8787,,
8788,indian separated partition,
8789,,
8790,,
8791,,
8792,,
8793,,
8794,,
8795,"short coming plot, poor ha symbolism",Surprise
8796,,
8797,,
8798,,
8799,,
8800,"lead chosen role, apparent hatred wee",
8801,"excellent tell story, unusual coming age, pleasant viewing experience",Angry
8802,,
8803,"lesson watching orient, bad get waste",Surprise
8804,"male bonding homosexuality, thank wrote story",Fear
8805,comic take entertainment,
8806,,
8807,great filmmaking john,
8808,"young came fact, pathetic acting budget",Surprise
8809,young face demise,
8810,,
8811,high mildred pierce,
8812,horrible editing script,
8813,,
8814,,
8815,attribute think everything,Surprise
8816,,
8817,negligent turning way,Surprise
8818,visual riddled plethora,Fear
8819,,
8820,ups considered hardcore,Sad
8821,,
8822,,
8823,give interesting account,Happy
8824,,
8825,,
8826,,
8827,elvis amazing boob,Surprise
8828,,
8829,"wa boring pointless, short revealing dress",Surprise
8830,,
8831,,
8832,,
8833,"due acting call, entire believe thing",Surprise
8834,,
8835,"many mistake night, simple walking lawn",
8836,unworthy existing love,Happy
8837,horrid acting winston,
8838,,
8839,,
8840,,
8841,right think thing,Surprise
8842,,
8843,,
8844,"second taken bit, real opposed gag",Surprise
8845,cool cut scene,
8846,,
8847,,
8848,,
8849,cap seeing war,
8850,,
8851,,
8852,,
8853,,
8854,,
8855,,
8856,,
8857,cant find anyone,
8858,right come interpretation,
8859,"bitter truth family, unenthusiastic hardened character",Surprise
8860,,
8861,,
8862,classic became way,
8863,,
8864,,
8865,,
8866,,
8867,"single handed battle, sure make picture",Sad
8868,obnoxious overacting speed,
8869,,
8870,english dubbed dvd,
8871,,
8872,,
8873,small supporting role,
8874,soft advertised horror,Surprise
8875,,
8876,logical explained way,
8877,forgive using word,Angry
8878,sound make dialogue,Sad
8879,capable enlisting viewer,
8880,,
8881,great acting august,
8882,,
8883,"solid engaging performance, stellar supporting jeffrey",Fear
8884,obvious revealing mistake,Surprise
8885,bad turned story,Surprise
8886,u want body,
8887,romantic leading man,
8888,uniform entered war,
8889,"u made think, many realized ha, religious understanding tolerance",Surprise
8890,dalmatian inspired villain,Happy
8891,similar making blanket,Sad
8892,possible put heart,Sad
8893,hoyle rotating grave,
8894,,
8895,generic boring entry,Sad
8896,prepubescent squalling line,Fear
8897,,
8898,,
8899,"ludwig find day, capable traveling time",Happy
8900,"tired seeing heroin, white freckled skin, wallow intoxicating experience, single make jones",Happy
8901,"left scratching head, black created emptiness, else playing fun, evil looking girl",Fear
8902,,
8903,,
8904,rebellious fighting rusty,Sad
8905,"little saying thing, collar loading dock, child take adult",Surprise
8906,busy playing mario,Fear
8907,alive providing course,
8908,worth buck blockbuster,
8909,,
8910,"graphic killing reason, scary rolling cartoon",Surprise
8911,young singing sunshine,
8912,,
8913,,
8914,,
8915,serious involving politics,Fear
8916,ak trying cover,Fear
8917,,
8918,,
8919,intentional based merit,Sad
8920,,
8921,,
8922,,
8923,unfulfilling take pledge,Fear
8924,good acting actress,
8925,,
8926,,
8927,,
8928,dramatic considering extent,Sad
8929,"buoyed sizzling chemistry, un edited version, willingness give everything",Fear
8930,wooden acting end,
8931,excellent acting job,Fear
8932,dark turn event,Surprise
8933,historical changed escape,Fear
8934,,
8935,,
8936,,
8937,,
8938,popcorn drinking beer,
8939,,
8940,ok acting wa,
8941,"ok bought copy, madrid spend money",
8942,,
8943,,
8944,,
8945,,
8946,"u suffocating office, overwrought horrifying direction",
8947,,
8948,u want picture,
8949,mind make sense,Sad
8950,,
8951,,
8952,horrendous acting hot,Sad
8953,human created fine,Happy
8954,,
8955,sad took tv,Surprise
8956,,
8957,"regular increased length, difficult dealing negativity",
8958,,
8959,"lust destroyed peace, single make forum",Sad
8960,"short ordering murder, rival boris karloff",
8961,,
8962,,
8963,much enjoyed watching,Happy
8964,"finish think everything, wish say synopsis, able save process, possible connected begets, ripple opening scene, objective creating retribution",Surprise
8965,,
8966,"privy love triangle, real annoying author",Happy
8967,,
8968,,
8969,,
8970,,
8971,"great seen silhouette, various acting style",
8972,,
8973,,
8974,cynical ruling family,Surprise
8975,good looking woman,
8976,,
8977,cleopatra keep pet,
8978,,
8979,quiet subdued night,
